"","Year","Measurement.date","Unit","Plot","Species","Number","Health","Herbivory","Condition","HT.cm","RCD.mm","ID3","ID2","ID","ID4","HT.cm.initial","RCD.mm.initial","Soil","Slash","VSMxtree","Planting.date","PC1","PC2","NO3","NH4","PO4","moisture","MT","Treatment","pH","CN","SGgw","Time.months","Biomass.g","Biomass.initial.g","RG.g.month","survival","bi.cond","placeholder","HT.growth","MYC"
"1","2021","8/23/21",10,5,"ACRU",1,"L",1,0,27.5,3.2,"10.5.2021","10.5.2021","10.5","2021.10.5.ACRU",25,2.9,1,0,20.7,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.49,3.26666666666667,1.44423253333333,1.07830216666667,0.1120195,1,1,1,2.5,"AM.s"
"2","2021","8/23/21",10,5,"ACRU",2,"D",0,0,NA,NA,"10.5.2021","10.5.2021","10.5","2021.10.5.ACRU",24.5,4.9,1,0,27.1,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.49,3.26666666666667,NA,3.01691252333333,NA,0,0,1,NA,"AM.s"
"3","2021","8/23/21",10,5,"ACRU",3,"L",1,0,33,6.8,"10.5.2021","10.5.2021","10.5","2021.10.5.ACRU",28.5,5,1,0,28.7,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.49,3.26666666666667,7.82593504,3.654175,1.2770694,1,1,1,4.5,"AM.s"
"4","2021","8/23/21",10,5,"ACRU",4,"L",0,0,29.5,6.5,"10.5.2021","10.5.2021","10.5","2021.10.5.ACRU",25.5,4.5,1,0,29.8,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.49,3.26666666666667,6.39224191666667,2.64831525,1.1461,1,1,1,4,"AM.s"
"5","2021","8/23/21",10,5,"ACRU",5,"L",1,0,72,5.2,"10.5.2021","10.5.2021","10.5","2021.10.5.ACRU",17,3.7,1,0,22.3,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.49,3.26666666666667,9.98489856,1.19359459333333,2.6912155,1,1,1,55,"AM.s"
"6","2021","8/23/21",10,5,"ACRU",6,"L",2,0,43,6.1,"10.5.2021","10.5.2021","10.5","2021.10.5.ACRU",29,5.4,1,0,25.6,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.49,3.26666666666667,8.20602052666667,4.33700568,1.1843923,1,1,1,14,"AM.s"
"7","2021","8/23/21",10,5,"ACRU",7,"D",0,0,NA,NA,"10.5.2021","10.5.2021","10.5","2021.10.5.ACRU",29,2.9,1,0,15.8,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.49,3.26666666666667,NA,1.25083051333333,NA,0,0,1,NA,"AM.s"
"8","2021","8/23/21",10,5,"ACRU",8,"L",1,0,50,7.6,"10.5.2021","10.5.2021","10.5","2021.10.5.ACRU",30.5,4,1,0,27.5,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.49,3.26666666666667,14.8115893333333,2.50278933333333,3.768,1,1,1,19.5,"AM.s"
"9","2021","8/23/21",10,5,"ACRU",9,"L",1,0,43.5,6.4,"10.5.2021","10.5.2021","10.5","2021.10.5.ACRU",31,4.9,1,0,29.8,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.49,3.26666666666667,9.13805312,3.81731788666667,1.6287965,1,1,1,12.5,"AM.s"
"10","2021","8/23/21",10,5,"ACRU",10,"L",1,0,26.5,4.5,"10.5.2021","10.5.2021","10.5","2021.10.5.ACRU",25,3.9,1,0,31.6,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.49,3.26666666666667,2.75217075,1.9501755,0.24550875,1,1,1,1.5,"AM.s"
"11","2021","8/23/21",10,5,"ACRU",11,"L",2,0,42,6.2,"10.5.2021","10.5.2021","10.5","2021.10.5.ACRU",21.5,4.4,1,0,12.9,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.49,3.26666666666667,8.28012976,2.13475621333333,1.8812368,1,1,1,20.5,"AM.s"
"12","2021","8/23/21",10,5,"ACRU",12,"L",1,0,61,6.6,"10.5.2021","10.5.2021","10.5","2021.10.5.ACRU",24.5,5.2,1,0,33.4,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.49,3.26666666666667,13.62768792,3.39763909333333,3.1316476,1,1,1,36.5,"AM.s"
"13","2021","8/23/21",10,5,"ACRU",13,"L",1,1,14,2.1,"10.5.2021","10.5.2021","10.5","2021.10.5.ACRU",22,5.1,1,1,18.1,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.49,3.26666666666667,0.31664388,2.93472564,-0.8014536,1,1,1,-8,"AM.s"
"14","2021","8/23/21",10,5,"ACRU",14,"L",0,0,36,5.2,"10.5.2021","10.5.2021","10.5","2021.10.5.ACRU",23,4.9,1,0,12.2,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.49,3.26666666666667,4.99244928,2.83220359333333,0.6612997,1,1,1,13,"AM.s"
"15","2021","8/23/21",10,5,"ACRU",15,"L",0,0,35.5,6.8,"10.5.2021","10.5.2021","10.5","2021.10.5.ACRU",22.5,5.8,0,0,19.4,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.49,3.26666666666667,8.41880890666667,3.8818878,1.3888534,1,1,1,13,"AM.s"
"16","2021","8/23/21",10,5,"ACRU",16,"L",1,0,38.5,6.7,"10.5.2021","10.5.2021","10.5","2021.10.5.ACRU",28,5.3,0,0,18.7,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.49,3.26666666666667,8.86369509666667,4.03379890666667,1.47853965,1,1,1,10.5,"AM.s"
"17","2021","8/23/21",10,5,"ACRU",17,"L",2,0,29.5,5.8,"10.5.2021","10.5.2021","10.5","2021.10.5.ACRU",26,5.4,1,1,29,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.49,3.26666666666667,5.08958622666667,3.88834992,0.3677254,1,1,1,3.5,"AM.s"
"18","2021","8/23/21",10,5,"ACRU",18,"L",0,0,28,5.5,"10.5.2021","10.5.2021","10.5","2021.10.5.ACRU",24.5,4.8,1,0,28,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.49,3.26666666666667,4.34398066666667,2.89502976,0.4435564,1,1,1,3.5,"AM.s"
"19","2021","8/23/21",10,5,"ACRU",19,"L",2,0,48,6.8,"10.5.2021","10.5.2021","10.5","2021.10.5.ACRU",30,5.2,1,0,20,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.49,3.26666666666667,11.38317824,4.1603744,2.2110624,1,1,1,18,"AM.s"
"20","2021","8/23/21",10,5,"ACRU",20,"L",2,0,37.5,6.5,"10.5.2021","10.5.2021","10.5","2021.10.5.ACRU",18,4.1,1,0,19.1,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.49,3.26666666666667,8.12573125,1.55183196,2.01241815,1,1,1,19.5,"AM.s"
"21","2021","8/23/21",10,5,"ACSA",1,"L",0,0,38,5.4,"10.5.2021","10.5.2021","10.5","2021.10.5.ACSA",35.5,4.8,1,0,14.8,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.56,3.26666666666667,6.49482624,4.79410176,0.520629942857143,1,1,1,2.5,"AM.s"
"22","2021","8/23/21",10,5,"ACSA",2,"L",1,0,46,4.3,"10.5.2021","10.5.2021","10.5","2021.10.5.ACSA",35,3.5,1,0,24.7,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.56,3.26666666666667,4.98529845333333,2.51304666666667,0.756811771428571,1,1,1,11,"AM.s"
"23","2021","8/23/21",10,5,"ACSA",3,"L",2,0,44,5.4,"10.5.2021","10.5.2021","10.5","2021.10.5.ACSA",31.5,3.9,1,0,18.9,"5/17/21",-1.81297370869656,0.389402075360592,0.051625,0.223625,0.08,33.65,"AM","Cut",5.645,13.9781315389203,0.56,3.26666666666667,7.52032512,2.80825272,1.44247114285714,1,1,1,12.5,"AM.s"
